"","Scenario","Location","Vegetation","Year","Decade","Avg"
"6781","SRES A2","North Pacific","Shrub Tundra",2073,2070,6
"6782","SRES A2","North Pacific","Shrub Tundra",2074,2070,6
"6783","SRES A2","North Pacific","Shrub Tundra",2075,2070,6
"6784","SRES A2","North Pacific","Shrub Tundra",2076,2070,6
"6785","SRES A2","North Pacific","Shrub Tundra",2077,2070,6
"6786","SRES A2","North Pacific","Shrub Tundra",2078,2070,6
"6787","SRES A2","North Pacific","Shrub Tundra",2079,2070,6
"6788","SRES A2","North Pacific","Shrub Tundra",2080,2080,6
"6789","SRES A2","North Pacific","Shrub Tundra",2081,2080,6
"6790","SRES A2","North Pacific","Shrub Tundra",2082,2080,6
"6791","SRES A2","North Pacific","Shrub Tundra",2083,2080,6
"6792","SRES A2","North Pacific","Shrub Tundra",2084,2080,6
"6793","SRES A2","North Pacific","Shrub Tundra",2085,2080,6
"6794","SRES A2","North Pacific","Shrub Tundra",2086,2080,6
"6795","SRES A2","North Pacific","Shrub Tundra",2087,2080,6
"6796","SRES A2","North Pacific","Shrub Tundra",2088,2080,6
"6797","SRES A2","North Pacific","Shrub Tundra",2089,2080,6
"6798","SRES A2","North Pacific","Shrub Tundra",2090,2090,6
"6799","SRES A2","North Pacific","Shrub Tundra",2091,2090,6
"6800","SRES A2","North Pacific","Shrub Tundra",2092,2090,6
"6801","SRES A2","North Pacific","Shrub Tundra",2093,2090,6
"6802","SRES A2","North Pacific","Shrub Tundra",2094,2090,6
"6803","SRES A2","North Pacific","Shrub Tundra",2095,2090,6
"6804","SRES A2","North Pacific","Shrub Tundra",2096,2090,6
"6805","SRES A2","North Pacific","Shrub Tundra",2097,2090,6
"6806","SRES A2","North Pacific","Shrub Tundra",2098,2090,6
"6807","SRES A2","North Pacific","Shrub Tundra",2099,2090,6
"6808","SRES A2","North Pacific","Shrub Tundra",2100,2100,6
"6809","SRES A2","North Pacific","White Spruce",2009,2000,581
"6810","SRES A2","North Pacific","White Spruce",2010,2010,580
"6811","SRES A2","North Pacific","White Spruce",2011,2010,581
"6812","SRES A2","North Pacific","White Spruce",2012,2010,581
"6813","SRES A2","North Pacific","White Spruce",2013,2010,581
"6814","SRES A2","North Pacific","White Spruce",2014,2010,581
"6815","SRES A2","North Pacific","White Spruce",2015,2010,582
"6816","SRES A2","North Pacific","White Spruce",2016,2010,582
"6817","SRES A2","North Pacific","White Spruce",2017,2010,582
"6818","SRES A2","North Pacific","White Spruce",2018,2010,582
"6819","SRES A2","North Pacific","White Spruce",2019,2010,583
"6820","SRES A2","North Pacific","White Spruce",2020,2020,583
"6821","SRES A2","North Pacific","White Spruce",2021,2020,583
"6822","SRES A2","North Pacific","White Spruce",2022,2020,583
"6823","SRES A2","North Pacific","White Spruce",2023,2020,583
"6824","SRES A2","North Pacific","White Spruce",2024,2020,584
"6825","SRES A2","North Pacific","White Spruce",2025,2020,584
"6826","SRES A2","North Pacific","White Spruce",2026,2020,584
"6827","SRES A2","North Pacific","White Spruce",2027,2020,584
"6828","SRES A2","North Pacific","White Spruce",2028,2020,584
"6829","SRES A2","North Pacific","White Spruce",2029,2020,583
"6830","SRES A2","North Pacific","White Spruce",2030,2030,584
"6831","SRES A2","North Pacific","White Spruce",2031,2030,583
"6832","SRES A2","North Pacific","White Spruce",2032,2030,579
"6833","SRES A2","North Pacific","White Spruce",2033,2030,579
"6834","SRES A2","North Pacific","White Spruce",2034,2030,578
"6835","SRES A2","North Pacific","White Spruce",2035,2030,579
"6836","SRES A2","North Pacific","White Spruce",2036,2030,579
"6837","SRES A2","North Pacific","White Spruce",2037,2030,579
"6838","SRES A2","North Pacific","White Spruce",2038,2030,578
"6839","SRES A2","North Pacific","White Spruce",2039,2030,578
"6840","SRES A2","North Pacific","White Spruce",2040,2040,578
"6841","SRES A2","North Pacific","White Spruce",2041,2040,578
"6842","SRES A2","North Pacific","White Spruce",2042,2040,578
"6843","SRES A2","North Pacific","White Spruce",2043,2040,578
"6844","SRES A2","North Pacific","White Spruce",2044,2040,578
"6845","SRES A2","North Pacific","White Spruce",2045,2040,578
"6846","SRES A2","North Pacific","White Spruce",2046,2040,577
"6847","SRES A2","North Pacific","White Spruce",2047,2040,577
"6848","SRES A2","North Pacific","White Spruce",2048,2040,578
"6849","SRES A2","North Pacific","White Spruce",2049,2040,577
"6850","SRES A2","North Pacific","White Spruce",2050,2050,577
"6851","SRES A2","North Pacific","White Spruce",2051,2050,576
"6852","SRES A2","North Pacific","White Spruce",2052,2050,576
"6853","SRES A2","North Pacific","White Spruce",2053,2050,574
"6854","SRES A2","North Pacific","White Spruce",2054,2050,574
"6855","SRES A2","North Pacific","White Spruce",2055,2050,575
"6856","SRES A2","North Pacific","White Spruce",2056,2050,575
"6857","SRES A2","North Pacific","White Spruce",2057,2050,574
"6858","SRES A2","North Pacific","White Spruce",2058,2050,574
"6859","SRES A2","North Pacific","White Spruce",2059,2050,574
"6860","SRES A2","North Pacific","White Spruce",2060,2060,573
"6861","SRES A2","North Pacific","White Spruce",2061,2060,574
"6862","SRES A2","North Pacific","White Spruce",2062,2060,575
"6863","SRES A2","North Pacific","White Spruce",2063,2060,575
"6864","SRES A2","North Pacific","White Spruce",2064,2060,573
"6865","SRES A2","North Pacific","White Spruce",2065,2060,574
"6866","SRES A2","North Pacific","White Spruce",2066,2060,573
"6867","SRES A2","North Pacific","White Spruce",2067,2060,574
"6868","SRES A2","North Pacific","White Spruce",2068,2060,567
"6869","SRES A2","North Pacific","White Spruce",2069,2060,567
"6870","SRES A2","North Pacific","White Spruce",2070,2070,567
"6871","SRES A2","North Pacific","White Spruce",2071,2070,567
"6872","SRES A2","North Pacific","White Spruce",2072,2070,566
"6873","SRES A2","North Pacific","White Spruce",2073,2070,567
"6874","SRES A2","North Pacific","White Spruce",2074,2070,567
"6875","SRES A2","North Pacific","White Spruce",2075,2070,564
"6876","SRES A2","North Pacific","White Spruce",2076,2070,564
"6877","SRES A2","North Pacific","White Spruce",2077,2070,565
"6878","SRES A2","North Pacific","White Spruce",2078,2070,564
"6879","SRES A2","North Pacific","White Spruce",2079,2070,564
"6880","SRES A2","North Pacific","White Spruce",2080,2080,564
"6881","SRES A2","North Pacific","White Spruce",2081,2080,564
"6882","SRES A2","North Pacific","White Spruce",2082,2080,563
"6883","SRES A2","North Pacific","White Spruce",2083,2080,563
"6884","SRES A2","North Pacific","White Spruce",2084,2080,557
"6885","SRES A2","North Pacific","White Spruce",2085,2080,556
"6886","SRES A2","North Pacific","White Spruce",2086,2080,555
"6887","SRES A2","North Pacific","White Spruce",2087,2080,555
"6888","SRES A2","North Pacific","White Spruce",2088,2080,553
"6889","SRES A2","North Pacific","White Spruce",2089,2080,553
"6890","SRES A2","North Pacific","White Spruce",2090,2090,553
"6891","SRES A2","North Pacific","White Spruce",2091,2090,553
"6892","SRES A2","North Pacific","White Spruce",2092,2090,552
"6893","SRES A2","North Pacific","White Spruce",2093,2090,552
"6894","SRES A2","North Pacific","White Spruce",2094,2090,551
"6895","SRES A2","North Pacific","White Spruce",2095,2090,548
"6896","SRES A2","North Pacific","White Spruce",2096,2090,547
"6897","SRES A2","North Pacific","White Spruce",2097,2090,546
"6898","SRES A2","North Pacific","White Spruce",2098,2090,528
"6899","SRES A2","North Pacific","White Spruce",2099,2090,523
"6900","SRES A2","North Pacific","White Spruce",2100,2100,521
"6901","SRES A2","Northwest Interior Forest North","Black Spruce",2009,2000,91378
"6902","SRES A2","Northwest Interior Forest North","Black Spruce",2010,2010,91970
"6903","SRES A2","Northwest Interior Forest North","Black Spruce",2011,2010,92463
"6904","SRES A2","Northwest Interior Forest North","Black Spruce",2012,2010,93209
"6905","SRES A2","Northwest Interior Forest North","Black Spruce",2013,2010,93478
"6906","SRES A2","Northwest Interior Forest North","Black Spruce",2014,2010,93883
"6907","SRES A2","Northwest Interior Forest North","Black Spruce",2015,2010,94648
"6908","SRES A2","Northwest Interior Forest North","Black Spruce",2016,2010,94505
"6909","SRES A2","Northwest Interior Forest North","Black Spruce",2017,2010,94857
"6910","SRES A2","Northwest Interior Forest North","Black Spruce",2018,2010,95577
"6911","SRES A2","Northwest Interior Forest North","Black Spruce",2019,2010,96232
"6912","SRES A2","Northwest Interior Forest North","Black Spruce",2020,2020,96923
"6913","SRES A2","Northwest Interior Forest North","Black Spruce",2021,2020,96118
"6914","SRES A2","Northwest Interior Forest North","Black Spruce",2022,2020,96545
"6915","SRES A2","Northwest Interior Forest North","Black Spruce",2023,2020,97471
"6916","SRES A2","Northwest Interior Forest North","Black Spruce",2024,2020,98131
"6917","SRES A2","Northwest Interior Forest North","Black Spruce",2025,2020,98617
"6918","SRES A2","Northwest Interior Forest North","Black Spruce",2026,2020,98331
"6919","SRES A2","Northwest Interior Forest North","Black Spruce",2027,2020,99101
"6920","SRES A2","Northwest Interior Forest North","Black Spruce",2028,2020,99063
"6921","SRES A2","Northwest Interior Forest North","Black Spruce",2029,2020,99294
"6922","SRES A2","Northwest Interior Forest North","Black Spruce",2030,2030,99147
"6923","SRES A2","Northwest Interior Forest North","Black Spruce",2031,2030,98571
"6924","SRES A2","Northwest Interior Forest North","Black Spruce",2032,2030,92516
"6925","SRES A2","Northwest Interior Forest North","Black Spruce",2033,2030,92560
"6926","SRES A2","Northwest Interior Forest North","Black Spruce",2034,2030,93189
"6927","SRES A2","Northwest Interior Forest North","Black Spruce",2035,2030,93789
"6928","SRES A2","Northwest Interior Forest North","Black Spruce",2036,2030,94330
"6929","SRES A2","Northwest Interior Forest North","Black Spruce",2037,2030,95069
"6930","SRES A2","Northwest Interior Forest North","Black Spruce",2038,2030,94116
"6931","SRES A2","Northwest Interior Forest North","Black Spruce",2039,2030,94582
"6932","SRES A2","Northwest Interior Forest North","Black Spruce",2040,2040,95259
"6933","SRES A2","Northwest Interior Forest North","Black Spruce",2041,2040,95828
"6934","SRES A2","Northwest Interior Forest North","Black Spruce",2042,2040,95080
"6935","SRES A2","Northwest Interior Forest North","Black Spruce",2043,2040,94559
"6936","SRES A2","Northwest Interior Forest North","Black Spruce",2044,2040,95451
"6937","SRES A2","Northwest Interior Forest North","Black Spruce",2045,2040,95515
"6938","SRES A2","Northwest Interior Forest North","Black Spruce",2046,2040,96338
"6939","SRES A2","Northwest Interior Forest North","Black Spruce",2047,2040,94033
"6940","SRES A2","Northwest Interior Forest North","Black Spruce",2048,2040,94619
"6941","SRES A2","Northwest Interior Forest North","Black Spruce",2049,2040,95189
"6942","SRES A2","Northwest Interior Forest North","Black Spruce",2050,2050,95840
"6943","SRES A2","Northwest Interior Forest North","Black Spruce",2051,2050,94504
"6944","SRES A2","Northwest Interior Forest North","Black Spruce",2052,2050,94883
"6945","SRES A2","Northwest Interior Forest North","Black Spruce",2053,2050,94905
"6946","SRES A2","Northwest Interior Forest North","Black Spruce",2054,2050,95547
"6947","SRES A2","Northwest Interior Forest North","Black Spruce",2055,2050,96604
"6948","SRES A2","Northwest Interior Forest North","Black Spruce",2056,2050,96456
"6949","SRES A2","Northwest Interior Forest North","Black Spruce",2057,2050,95303
"6950","SRES A2","Northwest Interior Forest North","Black Spruce",2058,2050,96022
"6951","SRES A2","Northwest Interior Forest North","Black Spruce",2059,2050,96247
"6952","SRES A2","Northwest Interior Forest North","Black Spruce",2060,2060,96216
"6953","SRES A2","Northwest Interior Forest North","Black Spruce",2061,2060,96264
"6954","SRES A2","Northwest Interior Forest North","Black Spruce",2062,2060,97489
"6955","SRES A2","Northwest Interior Forest North","Black Spruce",2063,2060,96593
"6956","SRES A2","Northwest Interior Forest North","Black Spruce",2064,2060,93862
"6957","SRES A2","Northwest Interior Forest North","Black Spruce",2065,2060,94026
"6958","SRES A2","Northwest Interior Forest North","Black Spruce",2066,2060,95039
"6959","SRES A2","Northwest Interior Forest North","Black Spruce",2067,2060,95853
"6960","SRES A2","Northwest Interior Forest North","Black Spruce",2068,2060,94366
"6961","SRES A2","Northwest Interior Forest North","Black Spruce",2069,2060,94619
"6962","SRES A2","Northwest Interior Forest North","Black Spruce",2070,2070,95231
"6963","SRES A2","Northwest Interior Forest North","Black Spruce",2071,2070,96039
"6964","SRES A2","Northwest Interior Forest North","Black Spruce",2072,2070,96703
"6965","SRES A2","Northwest Interior Forest North","Black Spruce",2073,2070,97649
"6966","SRES A2","Northwest Interior Forest North","Black Spruce",2074,2070,97774
"6967","SRES A2","Northwest Interior Forest North","Black Spruce",2075,2070,96661
"6968","SRES A2","Northwest Interior Forest North","Black Spruce",2076,2070,97450
"6969","SRES A2","Northwest Interior Forest North","Black Spruce",2077,2070,97605
"6970","SRES A2","Northwest Interior Forest North","Black Spruce",2078,2070,97596
"6971","SRES A2","Northwest Interior Forest North","Black Spruce",2079,2070,96415
"6972","SRES A2","Northwest Interior Forest North","Black Spruce",2080,2080,97013
"6973","SRES A2","Northwest Interior Forest North","Black Spruce",2081,2080,97560
"6974","SRES A2","Northwest Interior Forest North","Black Spruce",2082,2080,98036
"6975","SRES A2","Northwest Interior Forest North","Black Spruce",2083,2080,96251
"6976","SRES A2","Northwest Interior Forest North","Black Spruce",2084,2080,91478
"6977","SRES A2","Northwest Interior Forest North","Black Spruce",2085,2080,91544
"6978","SRES A2","Northwest Interior Forest North","Black Spruce",2086,2080,89536
"6979","SRES A2","Northwest Interior Forest North","Black Spruce",2087,2080,89461
"6980","SRES A2","Northwest Interior Forest North","Black Spruce",2088,2080,89245
"6981","SRES A2","Northwest Interior Forest North","Black Spruce",2089,2080,87627
"6982","SRES A2","Northwest Interior Forest North","Black Spruce",2090,2090,87982
"6983","SRES A2","Northwest Interior Forest North","Black Spruce",2091,2090,88814
"6984","SRES A2","Northwest Interior Forest North","Black Spruce",2092,2090,86985
"6985","SRES A2","Northwest Interior Forest North","Black Spruce",2093,2090,87241
"6986","SRES A2","Northwest Interior Forest North","Black Spruce",2094,2090,87721
"6987","SRES A2","Northwest Interior Forest North","Black Spruce",2095,2090,86072
"6988","SRES A2","Northwest Interior Forest North","Black Spruce",2096,2090,85617
"6989","SRES A2","Northwest Interior Forest North","Black Spruce",2097,2090,85767
"6990","SRES A2","Northwest Interior Forest North","Black Spruce",2098,2090,79667
"6991","SRES A2","Northwest Interior Forest North","Black Spruce",2099,2090,79067
"6992","SRES A2","Northwest Interior Forest North","Black Spruce",2100,2100,77340
"6993","SRES A2","Northwest Interior Forest North","Deciduous",2009,2000,230138
"6994","SRES A2","Northwest Interior Forest North","Deciduous",2010,2010,228895
"6995","SRES A2","Northwest Interior Forest North","Deciduous",2011,2010,227951
"6996","SRES A2","Northwest Interior Forest North","Deciduous",2012,2010,226458
"6997","SRES A2","Northwest Interior Forest North","Deciduous",2013,2010,226021
"6998","SRES A2","Northwest Interior Forest North","Deciduous",2014,2010,225320
"6999","SRES A2","Northwest Interior Forest North","Deciduous",2015,2010,223684
"7000","SRES A2","Northwest Interior Forest North","Deciduous",2016,2010,224305
"7001","SRES A2","Northwest Interior Forest North","Deciduous",2017,2010,223586
"7002","SRES A2","Northwest Interior Forest North","Deciduous",2018,2010,222379
"7003","SRES A2","Northwest Interior Forest North","Deciduous",2019,2010,220987
"7004","SRES A2","Northwest Interior Forest North","Deciduous",2020,2020,219808
"7005","SRES A2","Northwest Interior Forest North","Deciduous",2021,2020,221270
"7006","SRES A2","Northwest Interior Forest North","Deciduous",2022,2020,220666
"7007","SRES A2","Northwest Interior Forest North","Deciduous",2023,2020,218704
"7008","SRES A2","Northwest Interior Forest North","Deciduous",2024,2020,217716
"7009","SRES A2","Northwest Interior Forest North","Deciduous",2025,2020,216809
"7010","SRES A2","Northwest Interior Forest North","Deciduous",2026,2020,217185
"7011","SRES A2","Northwest Interior Forest North","Deciduous",2027,2020,215799
"7012","SRES A2","Northwest Interior Forest North","Deciduous",2028,2020,215884
"7013","SRES A2","Northwest Interior Forest North","Deciduous",2029,2020,215170
"7014","SRES A2","Northwest Interior Forest North","Deciduous",2030,2030,215584
"7015","SRES A2","Northwest Interior Forest North","Deciduous",2031,2030,216840
"7016","SRES A2","Northwest Interior Forest North","Deciduous",2032,2030,228333
"7017","SRES A2","Northwest Interior Forest North","Deciduous",2033,2030,228281
"7018","SRES A2","Northwest Interior Forest North","Deciduous",2034,2030,227086
"7019","SRES A2","Northwest Interior Forest North","Deciduous",2035,2030,226106
"7020","SRES A2","Northwest Interior Forest North","Deciduous",2036,2030,225004
"7021","SRES A2","Northwest Interior Forest North","Deciduous",2037,2030,223673
"7022","SRES A2","Northwest Interior Forest North","Deciduous",2038,2030,225492
"7023","SRES A2","Northwest Interior Forest North","Deciduous",2039,2030,224791
"7024","SRES A2","Northwest Interior Forest North","Deciduous",2040,2040,223417
"7025","SRES A2","Northwest Interior Forest North","Deciduous",2041,2040,222477
"7026","SRES A2","Northwest Interior Forest North","Deciduous",2042,2040,223961
"7027","SRES A2","Northwest Interior Forest North","Deciduous",2043,2040,225099
"7028","SRES A2","Northwest Interior Forest North","Deciduous",2044,2040,223470
"7029","SRES A2","Northwest Interior Forest North","Deciduous",2045,2040,223456
"7030","SRES A2","Northwest Interior Forest North","Deciduous",2046,2040,221959
"7031","SRES A2","Northwest Interior Forest North","Deciduous",2047,2040,226452
"7032","SRES A2","Northwest Interior Forest North","Deciduous",2048,2040,225468
"7033","SRES A2","Northwest Interior Forest North","Deciduous",2049,2040,224584
"7034","SRES A2","Northwest Interior Forest North","Deciduous",2050,2050,223384
"7035","SRES A2","Northwest Interior Forest North","Deciduous",2051,2050,226179
"7036","SRES A2","Northwest Interior Forest North","Deciduous",2052,2050,225598
"7037","SRES A2","Northwest Interior Forest North","Deciduous",2053,2050,225658
"7038","SRES A2","Northwest Interior Forest North","Deciduous",2054,2050,224758
"7039","SRES A2","Northwest Interior Forest North","Deciduous",2055,2050,222759
"7040","SRES A2","Northwest Interior Forest North","Deciduous",2056,2050,223235
"7041","SRES A2","Northwest Interior Forest North","Deciduous",2057,2050,225772
"7042","SRES A2","Northwest Interior Forest North","Deciduous",2058,2050,224656
"7043","SRES A2","Northwest Interior Forest North","Deciduous",2059,2050,224524
"7044","SRES A2","Northwest Interior Forest North","Deciduous",2060,2060,224985
"7045","SRES A2","Northwest Interior Forest North","Deciduous",2061,2060,225198
"7046","SRES A2","Northwest Interior Forest North","Deciduous",2062,2060,223120
"7047","SRES A2","Northwest Interior Forest North","Deciduous",2063,2060,225208
"7048","SRES A2","Northwest Interior Forest North","Deciduous",2064,2060,231202
"7049","SRES A2","Northwest Interior Forest North","Deciduous",2065,2060,231134
"7050","SRES A2","Northwest Interior Forest North","Deciduous",2066,2060,229730
"7051","SRES A2","Northwest Interior Forest North","Deciduous",2067,2060,228445
"7052","SRES A2","Northwest Interior Forest North","Deciduous",2068,2060,231311
"7053","SRES A2","Northwest Interior Forest North","Deciduous",2069,2060,231103
"7054","SRES A2","Northwest Interior Forest North","Deciduous",2070,2070,230320
"7055","SRES A2","Northwest Interior Forest North","Deciduous",2071,2070,228987
"7056","SRES A2","Northwest Interior Forest North","Deciduous",2072,2070,227989
"7057","SRES A2","Northwest Interior Forest North","Deciduous",2073,2070,226550
"7058","SRES A2","Northwest Interior Forest North","Deciduous",2074,2070,226403
"7059","SRES A2","Northwest Interior Forest North","Deciduous",2075,2070,228524
"7060","SRES A2","Northwest Interior Forest North","Deciduous",2076,2070,227437
"7061","SRES A2","Northwest Interior Forest North","Deciduous",2077,2070,227177
"7062","SRES A2","Northwest Interior Forest North","Deciduous",2078,2070,227484
"7063","SRES A2","Northwest Interior Forest North","Deciduous",2079,2070,229663
"7064","SRES A2","Northwest Interior Forest North","Deciduous",2080,2080,228594
"7065","SRES A2","Northwest Interior Forest North","Deciduous",2081,2080,227699
"7066","SRES A2","Northwest Interior Forest North","Deciduous",2082,2080,226969
"7067","SRES A2","Northwest Interior Forest North","Deciduous",2083,2080,230470
"7068","SRES A2","Northwest Interior Forest North","Deciduous",2084,2080,239826
"7069","SRES A2","Northwest Interior Forest North","Deciduous",2085,2080,239649
"7070","SRES A2","Northwest Interior Forest North","Deciduous",2086,2080,244005
"7071","SRES A2","Northwest Interior Forest North","Deciduous",2087,2080,244229
"7072","SRES A2","Northwest Interior Forest North","Deciduous",2088,2080,244455
"7073","SRES A2","Northwest Interior Forest North","Deciduous",2089,2080,247636
"7074","SRES A2","Northwest Interior Forest North","Deciduous",2090,2090,246846
"7075","SRES A2","Northwest Interior Forest North","Deciduous",2091,2090,245373
"7076","SRES A2","Northwest Interior Forest North","Deciduous",2092,2090,248753
"7077","SRES A2","Northwest Interior Forest North","Deciduous",2093,2090,248179
"7078","SRES A2","Northwest Interior Forest North","Deciduous",2094,2090,247196
"7079","SRES A2","Northwest Interior Forest North","Deciduous",2095,2090,249818
"7080","SRES A2","Northwest Interior Forest North","Deciduous",2096,2090,250744
"7081","SRES A2","Northwest Interior Forest North","Deciduous",2097,2090,250487
"7082","SRES A2","Northwest Interior Forest North","Deciduous",2098,2090,261390
"7083","SRES A2","Northwest Interior Forest North","Deciduous",2099,2090,262222
"7084","SRES A2","Northwest Interior Forest North","Deciduous",2100,2100,265511
"7085","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2009,2000,13007
"7086","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2010,2010,12798
"7087","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2011,2010,12673
"7088","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2012,2010,12536
"7089","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2013,2010,12369
"7090","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2014,2010,12175
"7091","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2015,2010,11970
"7092","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2016,2010,11834
"7093","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2017,2010,11694
"7094","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2018,2010,11536
"7095","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2019,2010,11333
"7096","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2020,2020,11135
"7097","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2021,2020,11014
"7098","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2022,2020,10961
"7099","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2023,2020,10847
"7100","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2024,2020,10687
"7101","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2025,2020,10478
"7102","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2026,2020,10391
"7103","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2027,2020,10194
"7104","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2028,2020,10061
"7105","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2029,2020,9874
"7106","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2030,2030,9733
"7107","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2031,2030,9598
"7108","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2032,2030,9528
"7109","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2033,2030,9348
"7110","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2034,2030,9172
"7111","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2035,2030,9000
"7112","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2036,2030,8837
"7113","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2037,2030,8692
"7114","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2038,2030,8514
"7115","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2039,2030,8371
"7116","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2040,2040,8193
"7117","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2041,2040,8021
"7118","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2042,2040,7869
"7119","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2043,2040,7816
"7120","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2044,2040,7781
"7121","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2045,2040,7657
"7122","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2046,2040,7502
"7123","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2047,2040,7382
"7124","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2048,2040,7230
"7125","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2049,2040,7102
"7126","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2050,2050,6972
"7127","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2051,2050,6913
"7128","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2052,2050,6788
"7129","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2053,2050,6728
"7130","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2054,2050,6645
"7131","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2055,2050,6594
"7132","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2056,2050,6517
"7133","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2057,2050,6458
"7134","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2058,2050,6384
"7135","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2059,2050,6305
"7136","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2060,2060,6225
"7137","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2061,2060,6190
"7138","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2062,2060,6093
"7139","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2063,2060,6003
"7140","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2064,2060,5967
"7141","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2065,2060,5873
"7142","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2066,2060,5764
"7143","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2067,2060,5657
"7144","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2068,2060,5584
"7145","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2069,2060,5480
"7146","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2070,2070,5374
"7147","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2071,2070,5307
"7148","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2072,2070,5221
"7149","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2073,2070,5155
"7150","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2074,2070,5064
"7151","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2075,2070,5034
"7152","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2076,2070,4941
"7153","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2077,2070,4844
"7154","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2078,2070,4777
"7155","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2079,2070,4719
"7156","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2080,2080,4640
"7157","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2081,2080,4564
"7158","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2082,2080,4503
"7159","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2083,2080,4493
"7160","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2084,2080,4571
"7161","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2085,2080,4510
"7162","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2086,2080,4496
"7163","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2087,2080,4443
"7164","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2088,2080,4391
"7165","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2089,2080,4362
"7166","SRES A2","Northwest Interior Forest North","Graminoid Tundra",2090,2090,4297
